step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.385888844157943,0,0.0,0.9553820224926779,0,0.0,0.9585526226948147,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9555282932339062,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9524823910029765,0,0.0,0.9510538256039831,0,0.0,0.9501845304613448,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9580910027735933,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.616692268996376,0,0.0,0.9699168358561493,0,0.0,0.9694833798950676,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9554410861003833,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9704663374592246,0,0.0,0.969600067678871,0,0.0,0.9638137542328108,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9662544536879243,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.12302372476384,0,0.0,0.7532454903419927,0,0.0,0.94992030384066,0,0.0,1.0,0,0.0,1.0,0,0.0,0.913406900520051,0,0.0,0.6640517805464592,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9571358075852586,0,0.0,0.7695975588196114,0,0.0,0.9494272666249701,0,0.0,0.9566288513758425,0,0.0,0.9552475814581138,0,0.0,1.0,0,0.0,0.9401203608664891,0,0.0,0.8376094500535618,0,0.0
20.0,3,12.0,0.21428571428571427,11.333528197115,2,8.0,0.6405441057604819,0,0.0,0.9217998622974165,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9618740170949264,0,0.0,0.9260182689960611,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9636119276730712,1,4.0,0.5391228498450852,0,0.0,0.931402655398623,0,0.0,0.816290356651937,0,0.0,0.9591415988638902,0,0.0,1.0,0,0.0,0.9332911062059068,0,0.0,0.9772694993002404,3,12.0
25.0,4,26.0,0.3611111111111111,10.797837230071606,4,26.0,0.5813104245671721,0,0.0,0.9611908630131326,0,0.0,0.9784626014003849,0,0.0,1.0,0,0.0,0.7343655193937051,0,0.0,0.7604742380278245,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9570893219168282,0,3.0,0.5710162911200448,0,0.0,0.9554969959021256,0,0.0,0.9197885536306981,0,0.0,0.9460191110359586,0,2.0,0.48760980159599276,0,0.0,0.8561571143215586,0,0.0,0.730594045165902,4,31.0
30.0,6,15.0,0.1875,9.585062453112494,0,18.0,0.5713042985746928,1,7.0,0.5017887238878026,0,0.0,0.932901484995726,0,0.0,1.0,2,7.0,0.5301424163402045,0,0.0,0.5761099327995816,0,0.0,0.563400305338792,0,0.0,1.0,0,0.0,0.9235256350216908,0,0.0,0.8662037956167372,0,0.0,0.6889983742677778,1,1.0,0.5274273486096694,0,0.0,0.9393547984174186,0,4.0,0.8102739867418493,2,4.0,0.6372763629066833,0,0.0,0.94679979774266,6,41.0
35.0,15,59.0,0.6145833333333334,9.161474155646646,1,2.0,0.635175992613513,3,18.0,0.6558573518248474,0,0.0,0.8234106958917279,0,0.0,1.0,0,1.0,0.7248603924122311,0,2.0,0.4463087866314608,0,0.0,0.8670204943714985,0,0.0,1.0,0,0.0,0.942100809842735,2,3.0,0.5080535963459103,3,11.0,0.4099852791207658,3,13.0,0.22130873545334867,0,0.0,0.9614103416167682,0,4.0,0.9023467477572845,3,16.0,0.5731241426958646,0,0.0,0.9276903460441114,15,70.0
40.0,23,138.0,1.2321428571428572,8.218557792262141,3,12.0,0.5641460488054295,0,7.0,0.6836162438069567,2,5.0,0.4174319166773673,0,0.0,1.0,0,0.0,0.9459850772520655,0,4.0,0.9155567180692467,0,0.0,0.8942125016793722,0,0.0,1.0,0,0.0,0.9759578583600383,3,17.0,0.5036659899805791,5,38.0,0.34035923128292206,4,35.0,0.15989700569015228,0,0.0,0.8207031462305455,0,4.0,0.20560930111727307,6,41.0,0.5107341306148976,0,0.0,0.9573543468743182,23,163.0
45.0,22,123.0,1.025,7.274114721666407,5,31.0,0.5195168720011154,1,3.0,0.497729243204736,0,3.0,0.25271363520286555,0,2.0,0.3659231543592433,0,0.0,0.8194029589291341,0,4.0,0.9166151363528499,1,1.0,0.5171579967154304,0,0.0,0.9510347761299521,0,0.0,0.9671173599026056,0,10.0,0.478790897703498,7,71.0,0.48389392666700176,0,20.0,0.6984481890826911,1,2.0,0.5277103793413332,5,25.0,0.10255704610941457,2,35.0,0.35056944506758636,0,4.0,0.6003568129872884,22,211.0
50.0,29,249.0,1.8308823529411764,8.230593901955308,7,63.0,0.463837749287487,0,7.0,0.48065726306339496,1,6.0,0.2692133265484866,0,4.0,0.9047003169229737,2,5.0,0.6259757528686655,0,0.0,0.5990437094441685,3,16.0,0.5208531189339033,0,0.0,0.9074600491293255,0,4.0,0.7779333080317539,0,0.0,0.8651969576292512,9,111.0,0.47977491297165475,0,4.0,0.8690950249560495,0,5.0,0.7116268294154782,6,54.0,0.40481849385697394,1,9.0,0.5675203107393418,0,4.0,0.7363288311059678,29,292.0
