step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.376712730165943,0,0.0,0.964771727382005,0,0.0,0.9672848201262427,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9620594453187592,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9651925940530577,0,0.0,0.966244899992255,0,0.0,0.9650746915668751,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9686685061128023,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.769636215611609,0,0.0,0.906480278687867,0,0.0,0.9465520292457181,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9417979583543898,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9476964120700166,0,0.0,0.9479765521070341,0,0.0,0.9478277354634898,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8483123476446376,0,0.0,1.0,0,0.0
15.0,3,6.0,0.15,11.015300171430907,1,2.0,0.7799597503176959,0,0.0,0.9369514635402293,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6993456038136323,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9635185077044196,0,0.0,0.9660563820900133,0,0.0,0.6266967881720279,0,0.0,0.9652353219421382,0,0.0,0.9673934523806222,0,0.0,0.9345241692018582,1,2.0,0.6432463146194343,0,0.0,1.0,3,6.0
20.0,7,27.0,0.48214285714285715,10.111025785690043,3,11.0,0.6414502658684955,0,0.0,0.9331111977990864,0,0.0,1.0,0,0.0,1.0,1,7.0,0.4420536759977902,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9278839510338659,0,0.0,0.9145848168507135,3,9.0,0.6077105644038201,0,0.0,0.9798623849040657,0,0.0,0.9785735509560877,0,0.0,0.9650708003058126,0,0.0,0.8040735346921878,0,2.0,0.376286533486707,7,29.0
25.0,13,82.0,1.1388888888888888,10.096194247340376,4,30.0,0.5733301262201244,0,0.0,0.9545795376246047,0,0.0,1.0,0,0.0,0.9695596669146206,5,25.0,0.3943138760719782,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9586402893944859,0,0.0,0.9786528842201904,4,27.0,0.5514465467658882,0,0.0,0.9445921515489986,0,0.0,0.929577870505093,0,0.0,0.9492255785612871,0,0.0,0.964114204147266,0,2.0,0.9252167091782879,13,84.0
30.0,18,166.0,2.075,9.6425052232529,6,58.0,0.432927282083682,0,0.0,0.9441088576538063,0,0.0,0.8869731742124075,0,0.0,0.9752866304444142,6,53.0,0.2875179395096371,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9603056483990997,0,0.0,0.9687102313114182,6,55.0,0.4912963772070434,0,0.0,0.968185756854278,0,0.0,0.9363971007779188,0,0.0,0.9504810014489135,0,0.0,0.9074917123029921,0,2.0,0.9265664419493794,18,168.0
35.0,21,199.0,2.0729166666666665,8.802828062075662,8,96.0,0.4107832863088342,0,0.0,0.9556236856807457,0,0.0,0.9479419167839108,0,0.0,0.9424092468400337,2,46.0,0.3218252703198978,0,4.0,0.6306858875296785,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9613712210369718,0,0.0,0.9673220792584494,8,90.0,0.4301924132806464,0,0.0,0.9447195163511254,0,0.0,0.9407238888636649,0,0.0,0.9464905425068095,2,5.0,0.6864427690186089,1,2.0,0.5159136444528912,21,243.0
40.0,28,311.0,2.7767857142857144,9.119894381181979,10,141.0,0.39699249619612353,0,0.0,0.9640952403318875,0,0.0,0.8693881694591462,0,0.0,0.9274497576252333,0,7.0,0.6589414605372234,0,4.0,0.8678766963511202,0,0.0,0.9066288611215132,0,0.0,0.9439431787283264,0,0.0,0.973363963704081,0,0.0,0.9610798938242243,10,135.0,0.38611341296350493,0,0.0,0.9602029977587119,0,0.0,0.945509176053362,0,0.0,0.9530337223964175,3,16.0,0.6205411960409619,5,19.0,0.2745820090768146,28,322.0
45.0,33,326.0,2.716666666666667,8.426525837020028,7,131.0,0.34276583440631936,0,4.0,0.7578420107667027,1,1.0,0.7527451342620204,0,0.0,0.9351749777376575,3,7.0,0.4640911003636461,0,4.0,0.9110662130527695,0,0.0,0.940555022489196,0,0.0,0.8996686886512295,0,0.0,0.9434518728013619,0,0.0,0.9402879340532261,12,190.0,0.3109726970854371,0,0.0,0.9503057271480246,0,0.0,0.9361587609457672,0,0.0,0.9610009012292753,5,37.0,0.4901731588295338,5,44.0,0.3634764026164032,33,418.0
50.0,32,370.0,2.7205882352941178,8.077221590236533,3,66.0,0.4762706698724066,0,4.0,0.7342879512372402,1,10.0,0.6165925994349861,0,0.0,0.9373459371177371,6,33.0,0.47542741829182894,0,4.0,0.4356743919531697,0,0.0,0.9364498874823363,0,0.0,0.8937118341017547,0,0.0,0.921815089607832,0,0.0,0.9418489758145393,14,252.0,0.22052300451064782,0,0.0,0.9402800852823653,0,0.0,0.9404690672572923,0,0.0,0.9553633436922375,7,68.0,0.41602785302594986,1,35.0,0.5514194865038786,32,472.0
55.0,46,559.0,3.7019867549668874,7.72483200900233,2,51.0,0.45126914939775453,3,15.0,0.6933475655617921,1,15.0,0.8005641673098346,0,0.0,0.9391564749231619,8,70.0,0.4397345582354376,6,25.0,0.12359169738537747,0,0.0,0.9629211008079369,0,0.0,0.9606837704585324,0,0.0,0.9509831430297893,1,1.0,0.6945056997584466,15,329.0,0.16668480400457056,0,0.0,1.0,0,0.0,0.9377078585991003,0,0.0,0.9453541369780489,9,109.0,0.3834501621400127,1,7.0,0.6657164396993583,46,622.0
60.0,57,797.0,5.141935483870967,6.658072000889015,8,74.0,0.3616785997796296,1,11.0,0.407399187772688,1,20.0,0.8201123793172147,0,0.0,0.9568400450081311,10,115.0,0.39706769692559973,7,62.0,0.05148765123247307,0,0.0,0.9651956508907774,0,0.0,0.959562660996023,0,0.0,0.9374990431585163,2,10.0,0.3788790770947288,17,411.0,0.26819740439075723,0,2.0,0.6220100116045473,0,0.0,0.9250242799901054,0,0.0,0.982535484478468,11,159.0,0.2723693319282866,0,0.0,0.42975892980250097,57,864.0
65.0,65,1071.0,6.490909090909091,6.669495972469496,11,124.0,0.36279779702187565,4,19.0,0.40162898052705065,0,2.0,0.6121383672119229,0,2.0,0.7107351809670694,11,167.0,0.31389885348816765,7,99.0,0.4019401684950198,0,0.0,0.991928706587896,0,0.0,0.9461965805214909,0,0.0,0.9458676501691148,0,5.0,0.6074105197487513,19,501.0,0.29975837432159425,0,4.0,0.8154493307190508,0,0.0,0.9333622496463622,0,4.0,0.41499487353093156,13,217.0,0.14326050834105247,0,0.0,0.5489802123234456,65,1144.0
