step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.268426634873915,0,0.0,0.9285020953601248,0,0.0,0.9279839493853991,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9310712552562264,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9271353353977124,0,0.0,0.9267193638394009,0,0.0,0.9231350322721135,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9175976573672877,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.404174968808316,0,0.0,0.9529379493901723,0,0.0,0.9496064066591183,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9151350930049129,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.94756989730072,0,0.0,0.9512370275613552,0,0.0,0.9493887454025076,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.943587376784812,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.826513549223467,0,0.0,0.7178352765694109,0,0.0,0.8332154115634912,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9493877491792989,0,0.0,0.7834589098789275,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8527862131541082,0,0.0,0.6454247902252456,0,0.0,0.950305802210195,0,0.0,0.9392878833217576,0,0.0,0.9431164803019686,0,0.0,1.0,0,0.0,0.9251987890783923,0,0.0,0.9696895846556197,0,0.0
20.0,5,13.0,0.23214285714285715,10.751801389309179,1,1.0,0.766527505504557,1,2.0,0.6302736757770899,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9300580317374149,0,0.0,0.9517154163967154,0,0.0,1.0,0,0.0,1.0,1,3.0,0.5602251819662243,2,7.0,0.5225878429322065,0,0.0,0.9477750928704968,0,0.0,0.9549031304228203,0,0.0,0.9915809074586512,0,0.0,1.0,0,0.0,0.9522611434153402,0,0.0,0.9170361382637172,5,13.0
25.0,5,21.0,0.2916666666666667,9.690847124616816,2,7.0,0.6789194773347031,0,2.0,0.7484834713434801,0,0.0,0.9526737478334948,0,0.0,1.0,0,0.0,0.725287852770705,0,0.0,0.5910929298835625,0,0.0,1.0,0,0.0,1.0,3,14.0,0.4828663206834982,0,3.0,0.6992283725743118,0,0.0,0.7580716215885751,0,0.0,0.7292219595952222,0,0.0,1.0,0,2.0,0.3783832282141745,0,0.0,0.8301304583225637,0,0.0,0.8240484936477058,5,28.0
30.0,15,59.0,0.7375,8.496135013429818,0,2.0,0.6664469684164132,0,2.0,0.9109668215747471,0,0.0,0.9583559825340687,0,0.0,1.0,2,5.0,0.4848655801572663,2,7.0,0.29936496229401827,0,0.0,1.0,0,0.0,1.0,5,34.0,0.3087319893211965,0,0.0,0.9271970256216847,1,8.0,0.5770226102666028,2,6.0,0.5207126037339677,0,0.0,1.0,0,4.0,0.8186255111629169,2,4.0,0.6038568358847394,1,1.0,0.3779502642579786,15,73.0
35.0,8,33.0,0.34375,8.105582363737971,1,3.0,0.7218650836484068,0,2.0,0.45288516788448263,0,0.0,0.01616362422267852,0,0.0,1.0,3,18.0,0.4625797574074114,0,0.0,0.6277258008571274,0,2.0,0.4234796846856585,0,0.0,1.0,1,27.0,0.4082390574092838,0,0.0,0.7567969062615381,0,5.0,0.7742963861856677,0,8.0,0.7344062604658882,0,6.0,0.42272950757155403,0,4.0,0.9166569606460077,0,1.0,0.47349283477109444,3,15.0,0.18505445876881088,8,91.0
40.0,18,79.0,0.7053571428571429,9.118152489145729,3,14.0,0.6266838885774372,5,16.0,0.3934789464754982,1,5.0,6.823367750140133e-05,0,0.0,0.8405122635691279,1,14.0,0.4460471611215108,0,2.0,0.6239579934840547,0,4.0,0.875068127817376,0,0.0,1.0,0,1.0,0.672026062008677,1,5.0,0.6021800632247255,0,4.0,0.9064189005829927,1,5.0,0.6780455094038815,0,8.0,0.7922865895233568,0,0.0,0.8839327223875801,2,10.0,0.6321012814458523,4,33.0,0.5068956982668162,18,121.0
45.0,16,129.0,1.075,9.167366585574042,5,35.0,0.4506401911094084,6,46.0,0.3830334241285674,0,0.0,1.0,0,0.0,0.9345486194461206,0,1.0,0.7377149593223523,0,4.0,0.8083407553423164,0,6.0,0.8395983408265897,0,0.0,1.0,0,0.0,0.9482607345104371,0,2.0,0.673043664149639,1,1.0,0.7560075771624093,0,4.0,0.5470406247207459,0,8.0,0.8567757184854986,0,2.0,0.393860959711005,0,0.0,0.6579061342124287,4,55.0,0.46112757119756975,16,164.0
50.0,17,95.0,0.6985294117647058,8.73237862354879,7,68.0,0.3868357164684559,0,40.0,0.5623773120288981,0,2.0,0.6547060173876935,0,0.0,0.9043026405638536,2,10.0,0.630441139869594,0,4.0,0.8798434126482425,0,2.0,0.6432500230303076,0,0.0,0.9404577154475157,1,5.0,0.6237255548534929,0,0.0,0.9625048913668054,2,9.0,0.6761158922691153,1,4.0,0.5004392282260689,1,5.0,0.5516394752308115,0,3.0,0.8757876189947474,2,8.0,0.6908323268801759,1,36.0,0.43093945561551966,17,196.0
55.0,36,228.0,1.509933774834437,8.141309299392898,9,109.0,0.3901601747863888,1,2.0,0.6904607692416788,0,4.0,0.8648103720415137,1,1.0,0.2796406865651032,4,26.0,0.4934171860602031,0,0.0,0.6349934559273565,2,8.0,0.43649522698819376,0,0.0,0.9471885893949661,2,12.0,0.727742847420912,1,1.0,0.6324251808393887,4,26.0,0.5081312712424629,3,11.0,0.22619523548079315,4,27.0,0.34857209198942996,0,1.0,0.8994256711156118,5,27.0,0.6299366808822027,0,3.0,0.7101658432641539,36,258.0
60.0,42,264.0,1.6603773584905661,7.198681915865512,6,104.0,0.3633020351577048,0,0.0,0.6799875209093551,0,2.0,0.7715021291139502,4,15.0,0.006859105537395169,0,18.0,0.5523458746415616,0,4.0,0.6272774779644928,2,16.0,0.6988025061982613,0,0.0,0.6483296407477168,0,4.0,0.7275897852596637,3,10.0,0.4853733265454178,6,54.0,0.37510816988598267,6,33.0,0.060691945843610706,4,51.0,0.5058395043508681,2,4.0,0.3039463395762601,6,53.0,0.5435663592039298,3,7.0,0.3470538054539137,42,375.0
