step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.06731906595666,0,0.0,0.943941456199827,0,0.0,0.9358578749741695,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9392884955050482,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9249711490202748,0,0.0,0.9335313025793024,0,0.0,0.9371844009858201,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9229534639423436,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.459011887484547,0,0.0,0.9501641281632618,0,0.0,0.9675146023179184,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9458864331694583,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9650698661923928,0,0.0,0.9676725992577201,0,0.0,0.9686841362587706,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9657410192574057,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.570404761214855,0,0.0,0.8237941451935684,0,0.0,0.6816427732338791,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9636231397187173,0,0.0,0.7664553425759162,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8024714905916808,0,0.0,0.6933740647526938,0,0.0,0.955817792993529,0,0.0,0.9626535643926284,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9660993366051287,0,0.0,0.8995956851848327,0,0.0
20.0,10,28.0,0.5,10.538065115839624,1,5.0,0.7555220397588204,3,9.0,0.6659753349715045,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9678083020172074,0,0.0,0.9658789973963108,0,0.0,1.0,0,0.0,1.0,3,6.0,0.4782781236947537,3,8.0,0.5037966365848048,0,0.0,0.8934997517567526,0,0.0,0.9520845339328778,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9496816597181614,0,0.0,0.9582377180956579,10,28.0
25.0,2,3.0,0.041666666666666664,9.879938199174621,0,1.0,0.7618361099172386,0,5.0,0.6484269811015546,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9674533620906673,0,0.0,0.7223508661857759,0,0.0,1.0,0,0.0,1.0,0,5.0,0.5601138641180806,0,5.0,0.648603275275054,1,4.0,0.6923223670986307,0,4.0,0.7491351005238107,0,4.0,0.6517358705037101,0,4.0,0.44259377557868207,1,1.0,0.7870685453468373,0,0.0,0.9055014637600634,2,33.0
30.0,9,27.0,0.3375,10.02583055996303,1,5.0,0.6682801066513848,3,7.0,0.5307717714043176,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9488012461644144,2,7.0,0.5111258457653489,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8844473290751823,0,0.0,0.9635123235786189,1,3.0,0.792124611814088,0,4.0,0.9073437979254447,0,4.0,0.858021778333874,0,4.0,0.8691379509901148,1,8.0,0.4307108363631546,1,1.0,0.2778651730246879,9,43.0
35.0,10,53.0,0.5520833333333334,9.55923913866659,3,19.0,0.593738277990344,4,24.0,0.47173334944762185,0,2.0,0.36830460149297906,0,0.0,1.0,0,0.0,0.9827567135494818,0,1.0,0.6400734006291027,0,4.0,0.396144014568329,0,0.0,1.0,0,0.0,0.7361193615349368,1,2.0,0.563498749309982,2,8.0,0.7015073059420509,0,4.0,0.9232042175039863,0,4.0,0.8371357336351183,0,4.0,0.9210812545574525,0,5.0,0.6891361382129905,0,5.0,0.37239060143069913,10,82.0
40.0,16,90.0,0.8035714285714286,9.819049375339095,5,42.0,0.5395232546881982,1,15.0,0.5733081028651121,0,4.0,0.9205598942362739,0,0.0,0.8893263315663508,0,0.0,0.9441194938253816,0,0.0,0.9912184981058934,0,4.0,0.8947675356525265,0,0.0,1.0,1,7.0,0.5606617068263182,3,13.0,0.549570845432353,4,25.0,0.6198227922462708,0,0.0,0.6907190787249147,2,4.0,0.5343175887064237,0,0.0,0.9369951981541073,0,2.0,0.908424152930005,0,4.0,0.8479723662522419,16,120.0
45.0,9,32.0,0.26666666666666666,9.15662572587418,1,34.0,0.44811564795543435,3,13.0,0.5466012464574257,0,2.0,0.8583270939407577,0,0.0,0.9157011351487615,0,0.0,0.8469232986809742,1,1.0,0.5553459385115169,0,4.0,0.8791922327232906,0,0.0,1.0,0,6.0,0.7129382475057878,0,4.0,0.4591249434364088,0,17.0,0.520444704421253,0,2.0,0.4978277639966384,4,21.0,0.13406657532154,0,4.0,0.4608008363923741,0,0.0,0.87244296371765,0,4.0,0.9027373245201535,9,112.0
50.0,12,35.0,0.25735294117647056,9.324270740439774,2,9.0,0.6461444494630012,0,9.0,0.6739689656436799,1,3.0,0.6062143503180217,0,0.0,0.9178661918169185,0,0.0,0.823999675433748,3,12.0,0.431860863180749,2,10.0,0.10814050659755658,0,0.0,0.9624844776507817,0,4.0,0.927897812841642,0,0.0,0.8633917995953851,1,2.0,0.5633918190803293,0,8.0,0.7633629769456054,0,14.0,0.6842844042713877,0,8.0,0.7744143655902899,2,5.0,0.6795397914283889,1,4.0,0.5973773151447239,12,88.0
55.0,24,87.0,0.5723684210526315,8.483230786037929,2,8.0,0.5539891182511661,0,4.0,0.8577742531750947,1,5.0,0.25127698945159505,1,2.0,0.1240509230839957,3,6.0,0.6908719831856113,0,6.0,0.6802886507855495,6,37.0,0.20845538020806986,0,0.0,0.9640829560996403,2,8.0,0.49576422335397785,0,0.0,0.6786569742745279,1,6.0,0.4812057970432264,0,8.0,0.9033347880596007,0,1.0,0.8988589095005854,0,6.0,0.8874093831286629,3,21.0,0.4751689145522121,5,23.0,0.21151345141729047,24,141.0
60.0,32,152.0,0.95,7.960427023480948,5,24.0,0.5116848135180645,1,6.0,0.5117471524554043,6,24.0,0.21897104922575672,3,18.0,0.6537177735078264,4,23.0,0.5317349791844496,0,0.0,0.8576826573329247,0,31.0,0.612368762690992,0,2.0,0.6146970574382971,1,5.0,0.5595907176690713,3,13.0,0.41727308786810197,4,23.0,0.5826630425493912,0,6.0,0.6374812673122933,0,1.0,0.6372649725962624,0,4.0,0.8881022708912538,5,42.0,0.45729873992103287,0,22.0,0.10048496416245653,32,244.0
