step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.55217665264588,0,0.0,0.9595783074027635,0,0.0,0.9605211724237979,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9563539219862371,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9650541664854648,0,0.0,0.9613422366662994,0,0.0,0.9642384212521999,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9630488877537671,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.110384584074367,0,0.0,0.9494570934905274,0,0.0,0.9622418489949891,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9603491334759092,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9637361466762702,0,0.0,0.9631770338730148,0,0.0,0.8902906370921068,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9426006713994602,0,0.0,1.0,0,0.0
15.0,1,1.0,0.025,11.29827652394918,1,1.0,0.7781178581104375,0,0.0,0.6471503113013835,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9555050347479158,0,0.0,0.9822902603470854,0,0.0,1.0,0,0.0,1.0,0,0.0,0.871231199807204,0,0.0,0.6372085259090929,0,0.0,0.9605523975885494,0,0.0,0.4762717819551364,0,0.0,0.9616342636872557,0,0.0,1.0,0,0.0,0.9616514826275754,0,0.0,0.8564800278111295,1,1.0
20.0,5,18.0,0.32142857142857145,10.444013280552557,0,0.0,0.7981731050289289,2,10.0,0.5229000165982685,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9348957334686355,0,0.0,0.9263637938188944,0,0.0,1.0,0,0.0,1.0,1,2.0,0.5402201803548681,2,8.0,0.5546791822489588,0,0.0,0.9378651373895307,0,0.0,0.9453128813912207,0,0.0,0.9690514091093213,0,0.0,1.0,0,0.0,0.9641828880759463,0,0.0,0.9295390203411271,5,20.0
25.0,2,3.0,0.041666666666666664,10.378702013386963,2,3.0,0.7467646423364723,0,6.0,0.736798215436144,0,0.0,0.9330947334085493,0,0.0,1.0,0,0.0,0.800472200826694,0,0.0,0.9473183343948286,0,0.0,1.0,0,0.0,1.0,0,2.0,0.6909386774249072,0,2.0,0.6426087800431218,0,0.0,0.9547864251427886,0,4.0,0.7453999050371065,0,2.0,0.41558684456925277,0,4.0,0.45144203494779767,0,0.0,0.971237355421039,0,0.0,0.6816576546263466,2,23.0
30.0,9,21.0,0.2625,9.696843218187041,1,2.0,0.5979231114241739,0,2.0,0.8795763466481069,0,0.0,0.9624167313367252,0,0.0,1.0,1,5.0,0.6486017918956112,2,2.0,0.13507004406669143,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9484526699593682,0,0.0,0.9482616999445426,1,1.0,0.5889585460289978,2,9.0,0.7003005711515683,0,2.0,0.9000849306308721,0,4.0,0.8822447213800872,0,0.0,0.9468553792895347,2,7.0,0.4579923288390435,9,34.0
35.0,9,21.0,0.21875,8.643573923909182,2,10.0,0.6183019086367486,2,5.0,0.5782921637264778,0,4.0,0.4499207231012559,0,0.0,1.0,0,0.0,0.655376366116501,0,6.0,0.3102502839557507,0,4.0,0.6425304060602738,0,0.0,1.0,2,3.0,0.6257622550818359,1,1.0,0.570890395160886,0,4.0,0.7600044126068046,0,6.0,0.6445894342134362,0,4.0,0.7728468693391678,0,2.0,0.9234161578622099,2,8.0,0.5500566564050935,0,4.0,0.39802531075712644,9,61.0
40.0,22,89.0,0.7946428571428571,8.7417940888984,5,30.0,0.5781760986371833,1,7.0,0.6177102239783517,0,4.0,0.8354607736026972,0,0.0,0.9432167955664983,0,0.0,0.9532408086416149,0,4.0,0.9275726321723438,0,4.0,0.8384616622674427,0,0.0,1.0,3,18.0,0.4958705121450989,3,11.0,0.48773097969980106,3,14.0,0.744054135543186,3,9.0,0.419477435194912,0,4.0,0.6974483291114695,1,4.0,0.3494306811909131,3,20.0,0.5262539344388457,0,0.0,1.0,22,129.0
45.0,18,94.0,0.7833333333333333,8.036195138752932,0,21.0,0.49427443234346846,2,13.0,0.3934305358987858,0,4.0,0.8837578277597867,0,0.0,0.6884444214623465,1,1.0,0.5841979822507738,0,4.0,0.9271235617735059,0,4.0,0.9379468406515414,0,0.0,1.0,0,10.0,0.725523767543652,0,7.0,0.545616824612286,4,27.0,0.5762132707847634,1,7.0,0.2761573077457394,0,6.0,0.8190408422586776,5,24.0,0.09937578762156567,5,40.0,0.48507508583461767,0,4.0,0.45993957577269123,18,172.0
50.0,12,32.0,0.23529411764705882,8.091249776756257,2,8.0,0.7027211518871742,0,12.0,0.6813609187070556,2,6.0,0.3920984219202906,1,4.0,0.23412690808991596,3,12.0,0.4984003357182741,0,0.0,0.9111850219234091,0,4.0,0.44406571333943184,0,0.0,1.0,0,4.0,0.9125393552094243,0,0.0,0.9534160124458598,2,22.0,0.3654441595978537,0,7.0,0.4691061017877562,1,10.0,0.5060945537867328,0,23.0,0.6109454188556085,1,31.0,0.5047254350432454,0,6.0,0.7731042104315954,12,149.0
55.0,19,78.0,0.5165562913907285,8.899762715644025,1,3.0,0.6428992952200127,0,4.0,0.9244860648767699,6,30.0,0.0003322018497248904,0,4.0,0.8747936306906254,0,7.0,0.5460778055653158,0,4.0,0.25690341787584037,4,19.0,0.6600716621276056,0,2.0,0.48034152371473826,1,4.0,0.5580603489127454,0,0.0,0.7063877864772128,4,23.0,0.4516763378309353,0,8.0,0.8000304108816501,1,11.0,0.5755469249022962,0,6.0,0.7580144106696401,2,15.0,0.5622074276450921,0,8.0,0.8783869822369309,19,148.0
60.0,22,95.0,0.5974842767295597,8.372787973150972,2,9.0,0.5917748937980502,1,6.0,0.48110650120981935,0,28.0,0.1715597953613519,0,8.0,0.8094436267076628,0,4.0,0.7612804256234943,2,12.0,0.6074383846844124,5,40.0,0.4299924423504556,0,2.0,0.9329892780985579,4,21.0,0.38639481206200765,3,10.0,0.6265408442973386,2,21.0,0.5986129426449268,0,8.0,0.8523742628651433,1,6.0,0.3378015810074213,0,4.0,0.865676837268085,0,6.0,0.39813431907221863,2,8.0,0.6238865861870351,22,193.0
65.0,25,144.0,0.8228571428571428,7.703734718479934,0,6.0,0.6031637169125174,6,26.0,0.3232906579629216,0,0.0,0.9502610242722983,0,4.0,0.8522063306637372,0,4.0,0.7919600846861753,2,26.0,0.5867200687971814,7,71.0,0.004833713619348815,0,2.0,0.9551168918664231,0,16.0,0.3940693576450789,0,8.0,0.5954588784775031,3,23.0,0.6813482437056307,2,6.0,0.5170409653412795,0,7.0,0.247704281967615,0,6.0,0.6377065716257765,3,18.0,0.5528049973092078,2,10.0,0.37363157331299524,25,233.0
